song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Lloraras,48,228635,0.6459999999999999,0.7440000000000001,0.828,8.4e-05,8,0.0548,-6.496,0,0.0491,92.78299999999999,4,0.96
Dale Vieja Dale,58,216502,0.527,0.648,0.951,0.0,7,0.0707,-1.565,1,0.233,165.364,4,0.966
Nereyda,54,295760,0.447,0.723,0.36200000000000004,0.00186,9,0.303,-13.523,0,0.0499,76.595,4,0.9309999999999999
Dejalo Ahi,45,250520,0.292,0.828,0.89,4.6700000000000003e-05,6,0.196,-6.093999999999999,0,0.22399999999999998,173.954,4,0.8420000000000001
Donde Estan Esos Amigos,29,270480,0.0756,0.8390000000000001,0.643,0.000143,10,0.305,-5.252000000000001,0,0.0336,129.10399999999998,4,0.735
"Vagabundo, Borracho y Loco",50,269490,0.732,0.7390000000000001,0.473,9.71e-05,6,0.0363,-7.872999999999999,0,0.0512,148.28,4,0.9640000000000001
Me Voy - Bachata,52,242320,0.563,0.9,0.7340000000000001,0.0,4,0.214,-4.456,0,0.0378,131.989,4,0.883
La Dueña del Swing,65,259013,0.505,0.746,0.915,4.02e-05,7,0.161,-6.626,0,0.0675,154.985,4,0.812
Medicina De Amor,47,360066,0.316,0.652,0.563,0.0,1,0.0453,-3.799,1,0.0435,144.6,4,0.91
En Barranquilla Me Quedo,63,312480,0.172,0.642,0.7,0.00023199999999999997,1,0.0895,-9.213,1,0.0552,103.899,4,0.784
Guallando,54,206853,0.0495,0.677,0.884,0.0,7,0.436,-8.725,1,0.0721,149.912,4,0.93
Nadie Como Ella,48,296026,0.674,0.621,0.7709999999999999,0.0,8,0.114,-6.127999999999999,1,0.0379,93.25399999999999,4,0.8859999999999999
Kiliki Taka Ti,47,400266,0.505,0.6,0.872,0.00145,1,0.168,-4.166,1,0.141,147.708,4,0.823
Tu Eres Ajena,2,241666,0.22699999999999998,0.9179999999999999,0.61,0.000133,0,0.0839,-6.55,0,0.0551,130.203,4,0.943
Veneno,35,246333,0.573,0.6629999999999999,0.317,0.0321,6,0.11699999999999999,-12.597000000000001,0,0.0645,134.02,4,0.857
Por Mi Timidez,0,281600,0.37200000000000005,0.754,0.495,4.91e-05,7,0.0882,-4.982,1,0.0457,136.21200000000002,4,0.741
Hoja En Blanco,66,307200,0.225,0.932,0.772,3.24e-06,0,0.17600000000000002,-3.5989999999999998,1,0.0369,135.063,4,0.863
El Baile Del Perrito,44,491200,0.106,0.5770000000000001,0.73,0.000771,2,0.06,-12.600999999999999,1,0.0571,171.753,4,0.8390000000000001
Desnúdate Mujer,55,289906,0.113,0.727,0.7070000000000001,0.0021100000000000003,7,0.111,-7.439,1,0.044000000000000004,99.81,4,0.917
Abusadora,57,280640,0.0648,0.639,0.88,0.00106,7,0.0368,-4.957,1,0.22399999999999998,84.652,4,0.552
Corazon Culpable,50,361093,0.34,0.7170000000000001,0.5,2.04e-06,4,0.0241,-9.847999999999999,0,0.0506,80.869,4,0.87
Obsesion,74,254720,0.419,0.8029999999999999,0.56,0.0,1,0.0608,-6.912000000000001,0,0.0398,133.679,4,0.77
El Cafe,42,226077,0.361,0.7,0.909,4.03e-05,0,0.0621,-2.742,0,0.0798,141.106,4,0.966
Merengue Electronico,48,235373,0.0582,0.7240000000000001,0.8,0.000717,2,0.198,-5.676,0,0.0368,126.994,4,0.755
El Cantante,58,622520,0.42200000000000004,0.489,0.679,6.92e-06,7,0.13,-4.899,0,0.0326,95.81299999999999,4,0.6579999999999999
El Gran Varon,61,414706,0.581,0.645,0.665,0.0,7,0.0391,-5.519,0,0.0384,94.115,4,0.369
Dos Locos,61,246746,0.0878,0.9179999999999999,0.664,0.00026000000000000003,1,0.0729,-4.7669999999999995,0,0.0502,129.998,4,0.8270000000000001
El Cepillo,53,206493,0.0721,0.728,0.938,0.000173,7,0.0318,-7.843999999999999,1,0.077,150.004,4,0.938
La Historia De Un Gran Amor,45,270093,0.11,0.785,0.845,5.7799999999999995e-05,9,0.0426,-5.559,0,0.0597,149.707,4,0.877
Voy Pa'lla,33,223453,0.0318,0.8240000000000001,0.602,0.0,0,0.08,-4.438,1,0.0507,135.41299999999998,4,0.809
Un verano en Nueva York,57,298515,0.6729999999999999,0.557,0.65,0.122,7,0.28600000000000003,-8.897,1,0.0424,106.1,4,0.965
Dile Que Vuelva,40,336226,0.0888,0.5720000000000001,0.937,0.0544,8,0.145,-6.64,1,0.182,171.476,4,0.856
Que Ironía (Versión Bachata),36,257546,0.544,0.89,0.595,6.35e-05,7,0.128,-6.056,0,0.0365,133.033,4,0.9490000000000001
Tu Eres Ajena,57,293106,0.267,0.7509999999999999,0.7879999999999999,0.0,9,0.18899999999999997,-6.011,1,0.0436,133.29399999999998,4,0.9390000000000001
Alegria,44,322066,0.71,0.563,0.89,0.00038500000000000003,2,0.28800000000000003,-7.349,0,0.0539,86.436,4,0.895
La Chiflera,39,438480,0.138,0.457,0.828,1.42e-05,7,0.145,-2.6069999999999998,1,0.316,175.345,4,0.7829999999999999
No Te Puedo Perdonar,26,265849,0.0607,0.912,0.466,1.13e-05,6,0.262,-9.03,0,0.0772,139.91899999999998,4,0.924
Es Mentiroso,50,242973,0.39899999999999997,0.847,0.8140000000000001,1.23e-05,7,0.0661,-4.431,0,0.0537,144.28,4,0.895
Pégame Tu Vicio,53,301133,0.0858,0.701,0.847,2.6000000000000002e-05,2,0.0816,-7.892,1,0.0417,137.375,4,0.8170000000000001
Porque Te Fuiste Dulce Amor,40,357000,0.408,0.581,0.741,0.0128,0,0.22,-9.232999999999999,1,0.204,166.03799999999998,4,0.903
Mi Forma de Ser,46,285441,0.165,0.5770000000000001,0.76,2.54e-05,7,0.155,-7.196000000000001,1,0.0914,146.55200000000002,4,0.8270000000000001
Bellas,47,243500,0.11800000000000001,0.894,0.7659999999999999,9.800000000000001e-06,9,0.272,-4.441,1,0.0505,129.997,4,0.9359999999999999
Como Lo Niego,44,224160,0.644,0.884,0.7070000000000001,6.47e-06,1,0.0821,-2.875,0,0.0383,134.99200000000002,4,0.946
Fecha de Vencimiento,47,212584,0.593,0.8270000000000001,0.865,0.000312,9,0.13699999999999998,-3.714,1,0.0284,134.015,4,0.885
El Intruso,58,172440,0.65,0.8190000000000001,0.6409999999999999,6.24e-05,3,0.13699999999999998,-5.082,1,0.0341,129.931,4,0.804
Chucuchá,43,206959,0.32299999999999995,0.775,0.868,0.00539,9,0.107,-5.665,0,0.04,141.991,4,0.975
Corazón Con Candado,37,262653,0.55,0.7879999999999999,0.91,2.27e-05,0,0.25,-2.6319999999999997,0,0.0274,130.069,4,0.894
Te Estaré Esperando,25,262608,0.263,0.831,0.902,0.0,1,0.235,-3.135,1,0.0493,112.021,4,0.97
El Bolon,27,146485,0.39,0.509,0.768,0.0,9,0.12,-2.323,1,0.16,149.515,4,0.879
El Farolito,50,223653,0.514,0.447,0.932,3.14e-05,7,0.0536,-4.7,0,0.125,166.484,4,0.846
Sweet Soul Music,60,141066,0.10400000000000001,0.59,0.659,6.56e-06,5,0.35600000000000004,-9.669,1,0.0697,80.20100000000001,4,0.965
Ain't Too Proud To Beg,22,156173,0.5489999999999999,0.763,0.6559999999999999,0.0,0,0.125,-6.86,1,0.0417,118.39399999999999,4,0.9259999999999999
Land Of 1000 Dances,62,146973,0.0128,0.618,0.588,0.0266,2,0.35100000000000003,-11.624,1,0.0735,86.90299999999999,4,0.768
Papa's Got A Brand New Bag,57,125706,0.493,0.746,0.7020000000000001,0.0398,4,0.0964,-8.099,1,0.0766,129.434,4,0.889
This Old Heart Of Mine (Is Weak For You) - Single Version,55,175893,0.377,0.601,0.636,0.0,5,0.14800000000000002,-7.447,1,0.0322,130.594,4,0.8640000000000001
Rescue Me,18,172640,0.6659999999999999,0.677,0.546,1.47e-05,7,0.113,-9.7,1,0.0321,122.73200000000001,4,0.956
Cool Jerk,45,166746,0.33899999999999997,0.7040000000000001,0.574,0.0,10,0.0705,-14.524000000000001,0,0.0611,83.955,4,0.763
This Will Be (An Everlasting Love) - 2003 Digital Remaster,65,171360,0.185,0.682,0.605,0.0032600000000000003,8,0.0469,-10.770999999999999,1,0.0403,125.96,4,0.914
Chain Gang,58,160000,0.636,0.698,0.6609999999999999,0.0,7,0.228,-9.674,1,0.0416,131.808,4,0.8240000000000001
I Just Want To Make Love To You,15,188093,0.877,0.584,0.525,2.65e-06,3,0.0967,-11.923,1,0.0686,102.17399999999999,4,0.657
Wade In The Water,43,176933,0.255,0.643,0.42,0.0,4,0.14300000000000002,-12.93,1,0.0302,123.712,4,0.8809999999999999
Machine Gun,10,159466,0.00935,0.7390000000000001,0.971,0.7829999999999999,5,0.28800000000000003,-6.443,1,0.0345,113.111,4,0.767
Soul Man,63,159000,0.263,0.79,0.41,0.00314,0,0.174,-13.241,1,0.0343,112.345,4,0.815
Ain't No Mountain High Enough,41,151666,0.48200000000000004,0.669,0.616,0.0,11,0.179,-10.776,0,0.033,130.037,4,0.818
Best of My Love,66,220560,0.447,0.784,0.713,0.14,0,0.0904,-6.865,1,0.0339,115.443,4,0.97
The Love I Lost,49,381093,0.198,0.659,0.6970000000000001,0.0,2,0.0724,-11.970999999999998,1,0.0536,123.72200000000001,4,0.7440000000000001
(Love Is Like A) Heat Wave - Single Version,13,165666,0.478,0.513,0.847,0.0272,5,0.34299999999999997,-2.9219999999999997,0,0.0535,82.96700000000001,4,0.8170000000000001
(Your Love Keeps Lifting Me) Higher & Higher,73,181066,0.17600000000000002,0.631,0.69,0.0,2,0.121,-6.676,1,0.0531,94.574,4,0.938
The Rubberband Man - Remastered Version,49,214880,0.47700000000000004,0.789,0.7090000000000001,5.9499999999999996e-05,10,0.0434,-7.345,1,0.0471,97.198,4,0.9520000000000001
Hard To Handle,62,141000,0.573,0.6659999999999999,0.55,1.84e-06,10,0.122,-8.672,1,0.0612,95.552,4,0.961
I Second That Emotion,39,162293,0.213,0.703,0.73,0.0,2,0.0364,-5.725,1,0.0322,96.947,4,0.897
Twenty Five Miles,50,196333,0.135,0.8059999999999999,0.731,0.0,9,0.115,-13.755,1,0.142,126.555,4,0.965
Come See About Me - Stereo Version,26,162306,0.675,0.7290000000000001,0.637,0.0,7,0.217,-7.732,1,0.039,126.48899999999999,4,0.856
"It's a Disco Night (Rock Don't Stop), Pts. 1 & 2",45,315880,0.366,0.8029999999999999,0.909,0.009009999999999999,11,0.0831,-6.039,0,0.0489,133.179,4,0.972
Love Train,67,178400,0.18600000000000003,0.7440000000000001,0.568,1.18e-05,0,0.163,-9.629,1,0.0494,122.65700000000001,4,0.687
Move On Up,56,165789,0.41700000000000004,0.5379999999999999,0.9690000000000001,0.0015400000000000001,11,0.11900000000000001,-5.626,0,0.0906,138.65200000000002,4,0.9279999999999999
Chain Of Fools,49,163039,0.0203,0.701,0.672,5.400000000000001e-06,10,0.518,-6.551,1,0.032,116.969,4,0.8959999999999999
Who's Making Love,4,166066,0.22899999999999998,0.782,0.349,0.0,10,0.203,-13.315999999999999,1,0.0642,115.30799999999999,4,0.72
Do I Love You (Indeed I Do),55,148306,0.242,0.581,0.961,0.00043200000000000004,0,0.0891,-8.109,1,0.0593,133.981,4,0.823
Needle In A Haystack,58,149866,0.568,0.696,0.759,1.93e-06,0,0.13,-3.514,1,0.0289,77.505,4,0.696
I Got You (I Feel Good),20,167346,0.44,0.573,0.5920000000000001,4.17e-06,7,0.0956,-6.724,1,0.13,144.408,5,0.7070000000000001
Twistin' the Night Away,1,162173,0.643,0.397,0.9109999999999999,0.0,6,0.284,-3.6639999999999997,0,0.055,160.347,4,0.867
Money (That's What I Want),58,158493,0.349,0.6559999999999999,0.813,0.0,5,0.114,-7.324,1,0.033,132.313,4,0.96
Work to Do,35,194600,0.5529999999999999,0.562,0.88,3.45e-05,6,0.115,-5.645,0,0.12,181.824,4,0.9390000000000001
Crystal Closet Queen,35,179866,0.355,0.626,0.882,0.000537,7,0.8340000000000001,-8.818999999999999,1,0.0307,130.06,4,0.977
Soul Connection,56,149293,0.10400000000000001,0.654,0.627,3.18e-05,2,0.14300000000000002,-6.1370000000000005,1,0.0298,109.057,4,0.8170000000000001
The Way You Do The Things You Do,17,161040,0.307,0.599,0.55,1.64e-05,11,0.15,-9.777000000000001,1,0.0304,123.54,4,0.7859999999999999
Can't Stop Now (Love Is Calling),32,160586,0.0103,0.545,0.706,0.00031,8,0.36,-6.365,1,0.027999999999999997,87.369,4,0.885
The Love You Save,37,179306,0.36200000000000004,0.76,0.745,0.0,0,0.156,-8.509,1,0.0434,113.729,4,0.9209999999999999
A Fool In Love,43,160626,0.588,0.615,0.479,0.000277,7,0.272,-8.429,1,0.0644,127.04,4,0.7879999999999999
"My Man, a Sweet Man",37,154573,0.147,0.5760000000000001,0.716,6.65e-06,8,0.131,-7.377000000000001,1,0.0465,135.034,4,0.8809999999999999
Shake - Remastered Stereo,58,161480,0.2,0.583,0.47100000000000003,0.0037,7,0.0871,-9.712,0,0.0692,163.364,4,0.7959999999999999
Sugar Dumplin',35,145946,0.11699999999999999,0.626,0.877,0.0,4,0.247,-4.581,0,0.033,125.18,4,0.963
You Little Trustmaker,34,168040,0.142,0.753,0.87,0.0,7,0.10099999999999999,-10.007,0,0.0528,127.23,4,0.925
Uptight (Everything's Alright),62,172013,0.0301,0.61,0.65,0.0,5,0.40399999999999997,-9.91,0,0.0337,133.409,4,0.823
Doctor My Eyes,37,191826,0.214,0.429,0.867,0.0569,10,0.32,-6.687,1,0.0332,76.70100000000001,4,0.8320000000000001
Tally Ho!,1,282333,0.19,0.6859999999999999,0.861,0.86,7,0.0603,-5.999,1,0.0287,132.059,4,0.961
The Way You Do The Things You Do,2,161466,0.0858,0.675,0.863,1.06e-05,0,0.13,-6.7620000000000005,1,0.0616,138.115,4,0.88
All Night Dancin',36,370106,0.00352,0.669,0.878,0.0158,0,0.192,-7.689,1,0.046,156.369,4,0.9329999999999999
Watch Dog,30,128173,0.588,0.514,0.8909999999999999,0.000307,9,0.6970000000000001,-5.414,1,0.0861,152.482,4,0.838
"I Can't Help Myself (Sugar Pie, Honey Bunch)",32,160280,0.245,0.667,0.599,0.0,0,0.107,-8.894,1,0.0291,127.935,4,0.971
Sabor a Mí,60,168400,0.809,0.6509999999999999,0.376,1.72e-06,8,0.13,-11.32,1,0.0435,97.01100000000001,4,0.593
Sin Ti,50,143853,0.835,0.802,0.523,1.26e-06,2,0.0817,-6.479,1,0.0383,105.071,4,0.631
Besame Mucho,7,181960,0.701,0.7070000000000001,0.408,0.0,5,0.105,-12.776,0,0.0366,126.399,4,0.843
El Reloj,4,157186,0.8540000000000001,0.821,0.348,0.0,3,0.0854,-8.897,0,0.0433,112.053,4,0.7140000000000001
Gema,2,154080,0.757,0.6709999999999999,0.38,0.0,5,0.102,-10.267000000000001,1,0.0293,97.757,4,0.7440000000000001
La Copa Rota,49,157760,0.731,0.66,0.515,0.0,6,0.11199999999999999,-7.136,0,0.08,105.89399999999999,4,0.639
Historia de un Amor,46,168866,0.7170000000000001,0.612,0.233,0.000459,7,0.12300000000000001,-12.989,0,0.11199999999999999,119.105,4,0.7490000000000001
Rondando Tu Esquina,51,158333,0.868,0.877,0.29,0.0,3,0.267,-18.313,0,0.0532,109.316,4,0.81
Que Nadie Sepa Mi Sufrir,47,190400,0.7559999999999999,0.648,0.34600000000000003,8.599999999999999e-06,1,0.14,-11.387,0,0.0975,155.868,4,0.76
Piel Canela,48,153520,0.589,0.8540000000000001,0.456,0.0,5,0.252,-9.579,1,0.040999999999999995,119.289,4,0.9059999999999999
Perfidia,53,140706,0.7070000000000001,0.504,0.28600000000000003,2.55e-06,5,0.11199999999999999,-14.197000000000001,0,0.0466,97.916,4,0.593
Cien años,5,202640,0.802,0.612,0.183,3.38e-06,7,0.11199999999999999,-13.277000000000001,1,0.0329,106.412,4,0.524
Quizas Quizas Quizas,51,172533,0.385,0.812,0.256,0.0,7,0.0729,-15.114,0,0.0515,118.36,4,0.9109999999999999
En Mi Viejo San Juan,43,188773,0.688,0.674,0.39399999999999996,8.28e-05,0,0.293,-11.036,1,0.0402,96.29299999999999,4,0.748
El Loco,46,172133,0.768,0.496,0.44799999999999995,0.000291,7,0.13,-8.156,1,0.0313,115.28399999999999,4,0.519
Payaso,2,196226,0.764,0.765,0.498,1.39e-05,9,0.139,-7.292999999999999,1,0.027999999999999997,92.024,4,0.51
La Barca,48,197032,0.9079999999999999,0.6659999999999999,0.49200000000000005,0.00010400000000000001,4,0.142,-5.341,1,0.0333,94.50399999999999,4,0.8290000000000001
Te Odio y Te Quiero,48,185346,0.8370000000000001,0.835,0.304,0.00156,5,0.13,-12.474,1,0.0445,111.581,4,0.843
Lagrimas Negras,48,227906,0.527,0.544,0.583,1.3000000000000001e-05,11,0.08800000000000001,-7.707000000000001,0,0.0613,90.885,4,0.617
Cerca del Mar,0,180013,0.95,0.531,0.29600000000000004,0.00294,5,0.114,-13.464,1,0.033,92.335,4,0.677
Inolvidable,1,193200,0.8190000000000001,0.35700000000000004,0.43,0.000538,9,0.20600000000000002,-7.817,0,0.0312,82.42200000000001,4,0.354
Toda Una Vida,41,155773,0.9159999999999999,0.547,0.0421,0.0,4,0.177,-15.71,0,0.0518,87.105,4,0.301
Sombras nada mas,41,160720,0.425,0.598,0.49200000000000005,0.0,7,0.327,-8.027000000000001,1,0.0339,113.514,4,0.846
Estoy Perdido,48,197306,0.7909999999999999,0.627,0.188,0.0,11,0.325,-11.898,1,0.0383,96.992,4,0.44
No Me Platiques Mas,1,192967,0.695,0.245,0.355,0.0,8,0.125,-13.039000000000001,1,0.0427,85.56,4,0.39799999999999996
"Novia Mia, Novia Mia",45,163805,0.44299999999999995,0.602,0.653,0.0,4,0.325,-5.28,1,0.0383,107.23,4,0.7340000000000001
Jacaranda,41,176889,0.605,0.741,0.321,3.52e-06,9,0.11699999999999999,-8.134,1,0.032,91.0,4,0.495
La Última Noche,33,151320,0.9690000000000001,0.555,0.332,0.031,0,0.161,-9.979,1,0.0339,128.417,4,0.655
María Bonita,15,201413,0.8290000000000001,0.322,0.326,1.09e-06,9,0.198,-12.433,1,0.0521,188.734,4,0.49
No me platiques,45,198080,0.94,0.445,0.244,4.14e-05,7,0.32,-13.493,1,0.0441,94.41799999999999,4,0.33299999999999996
Piensa en Mí,10,164000,0.33899999999999997,0.617,0.297,1.0300000000000001e-05,7,0.319,-10.867,1,0.0317,110.999,4,0.6729999999999999
Lamento borincano - Remastered,40,247095,0.612,0.742,0.581,3.11e-05,10,0.162,-10.789000000000001,1,0.0339,133.268,4,0.8029999999999999
Cómo Fue?,43,176773,0.41700000000000004,0.5760000000000001,0.406,0.27399999999999997,10,0.221,-5.806,1,0.0336,97.949,4,0.298
Aquellos Ojos Verdes,45,186862,0.614,0.613,0.485,1.3800000000000002e-05,4,0.184,-4.63,0,0.0243,99.419,4,0.46299999999999997
En la Orilla del Mar,43,173866,0.9109999999999999,0.491,0.253,0.000586,3,0.151,-10.842,1,0.0319,104.212,4,0.669
Bonita,43,193106,0.985,0.47600000000000003,0.245,0.000822,5,0.257,-11.151,1,0.0316,90.023,4,0.36200000000000004
Mar y Cielo,7,160160,0.7020000000000001,0.743,0.344,0.0,2,0.179,-7.209,0,0.126,111.304,4,0.72
Plazos Traicioneros,41,173226,0.879,0.445,0.221,0.00133,9,0.14800000000000002,-12.534,0,0.0446,174.15200000000002,4,0.35200000000000004
Total,44,174213,0.708,0.525,0.27699999999999997,0.0,0,0.125,-12.129000000000001,0,0.0383,108.949,4,0.5589999999999999
Seguiré Mi Viaje,36,148653,0.915,0.6920000000000001,0.311,1.3300000000000001e-05,7,0.107,-9.27,1,0.0397,92.84,4,0.677
Conozco La Verdad,40,169693,0.902,0.722,0.191,0.006659999999999999,7,0.304,-11.21,1,0.0465,108.331,4,0.767
Dos Gardenias,41,183182,0.9159999999999999,0.768,0.304,0.0898,5,0.501,-7.898,0,0.0447,116.054,4,0.948
Pagina Blanca,45,190386,0.8640000000000001,0.56,0.479,4.0799999999999996e-05,7,0.185,-7.279,1,0.0283,98.81200000000001,4,0.9179999999999999
Candilejas,39,165186,0.484,0.612,0.402,8.44e-05,7,0.11800000000000001,-6.475,1,0.0337,124.236,4,0.6990000000000001
Cancionero,36,126413,0.9590000000000001,0.374,0.10800000000000001,5.04e-05,2,0.10400000000000001,-15.849,1,0.0561,177.727,3,0.46299999999999997
Prisionero del mar,39,183560,0.9259999999999999,0.711,0.289,0.08800000000000001,4,0.129,-17.284000000000002,1,0.0339,128.464,4,0.79
Se Acabó El Juguetito,46,146146,0.946,0.733,0.31,6.96e-05,5,0.185,-14.075,1,0.0582,113.59200000000001,4,0.934
Silencio,49,278640,0.883,0.335,0.306,0.00577,7,0.102,-10.559000000000001,1,0.0277,79.609,4,0.268
Me Dices Que Te Vas,39,193946,0.6829999999999999,0.769,0.303,0.00011399999999999999,0,0.17600000000000002,-14.375,1,0.0367,112.211,4,0.643
Hipócrita,37,169240,0.785,0.748,0.39399999999999996,0.0008550000000000001,7,0.20600000000000002,-11.145,1,0.11,119.837,4,0.574
Noche de ronda - Remastered,39,137482,0.825,0.531,0.235,0.00010400000000000001,6,0.377,-11.595,1,0.122,141.765,3,0.514
Loca Pasión,41,171720,0.826,0.6679999999999999,0.431,0.00158,5,0.151,-9.39,1,0.0304,113.667,1,0.779
Las Cuarenta,42,187626,0.753,0.643,0.27899999999999997,0.0,2,0.262,-11.617,0,0.0693,99.60600000000001,4,0.7959999999999999
Estúpido Cupido,40,153666,0.151,0.856,0.128,1.3000000000000001e-05,10,0.0876,-23.136999999999997,1,0.114,128.096,4,0.7170000000000001
Perfume de Gardênia,30,179986,0.539,0.5820000000000001,0.36700000000000005,9.98e-06,2,0.35600000000000004,-12.249,0,0.0281,103.363,4,0.636
Envidia,37,189000,0.8059999999999999,0.618,0.261,2.62e-05,10,0.092,-12.86,1,0.0358,83.676,4,0.552
Es mi reina,43,150733,0.602,0.6459999999999999,0.519,0.0,0,0.23800000000000002,-9.592,1,0.0724,135.915,4,0.7709999999999999
Talisman,34,196138,0.836,0.769,0.261,0.0345,10,0.0853,-12.767999999999999,1,0.0327,104.976,4,0.606
Concha Nacar-Limosna,38,179560,0.977,0.43200000000000005,0.10800000000000001,0.00299,5,0.10800000000000001,-18.701,1,0.0465,91.311,4,0.157
Señora tentación,35,210413,0.9640000000000001,0.49,0.127,0.0,2,0.0987,-12.161,0,0.0583,102.65299999999999,4,0.311
I Like It Like That,36,265080,0.68,0.596,0.7,0.000277,5,0.623,-4.9110000000000005,0,0.0323,133.45,4,0.9259999999999999
Grazin' In The Grass,34,196600,0.0544,0.595,0.742,0.00027,5,0.0844,-7.9639999999999995,1,0.0314,118.555,4,0.946
Boogaloo Blues,33,331868,0.609,0.7440000000000001,0.192,1.07e-05,0,0.0914,-18.472,1,0.059000000000000004,114.91799999999999,4,0.6729999999999999
Bang Bang,40,247480,0.7829999999999999,0.608,0.727,3.86e-06,3,0.515,-7.715,1,0.0709,127.17200000000001,4,0.835
"Lookie, Lookie",30,214986,0.75,0.546,0.514,0.0113,0,0.23600000000000002,-10.352,1,0.0598,106.428,4,0.41600000000000004
Ay Que Rico,1,205333,0.5660000000000001,0.715,0.726,0.00062,7,0.121,-6.571000000000001,1,0.0541,131.28,4,0.868
You Gotta Love Me,29,375026,0.203,0.5589999999999999,0.527,2.18e-06,0,0.0855,-8.562000000000001,1,0.0386,129.711,4,0.8690000000000001
Llegaron Los Bonches,29,202050,0.6970000000000001,0.713,0.452,0.000102,5,0.255,-18.49,1,0.04,148.91899999999998,4,0.976
Bad Breath,28,167933,0.7659999999999999,0.7170000000000001,0.604,0.0101,5,0.0828,-8.984,1,0.0562,141.627,4,0.889
Son Cuero Y Boogaloo,33,510400,0.833,0.568,0.757,0.0488,5,0.713,-5.341,1,0.0608,76.169,4,0.745
Summertime Blues,31,281426,0.664,0.745,0.623,0.00771,0,0.179,-6.05,0,0.0346,125.149,4,0.961
Para Ti Mi Boogaloo,26,152090,0.623,0.606,0.85,6.75e-06,0,0.331,-3.985,1,0.0784,142.233,4,0.831
Que Bueno Boogaloo,26,164946,0.317,0.539,0.757,0.0,8,0.214,-3.457,1,0.0413,143.453,4,0.932
Micaela,28,325920,0.816,0.545,0.677,0.00309,0,0.204,-5.529,1,0.0501,136.798,4,0.816
You're Moving Much Too Fast,25,200240,0.146,0.6859999999999999,0.662,0.0133,7,0.225,-7.325,1,0.0594,124.6,4,0.919
Eso Se Baila Asi,38,321120,0.679,0.636,0.5760000000000001,5.520000000000001e-05,0,0.0702,-8.454,1,0.0501,120.64399999999999,4,0.821
I'll Be A Happy Man,29,214520,0.213,0.6609999999999999,0.5760000000000001,3.4200000000000005e-05,7,0.0702,-10.249,0,0.0347,136.286,4,0.971
TP Treat,29,237386,0.655,0.519,0.457,0.0,5,0.0696,-8.061,0,0.0463,116.209,4,0.755
Come And Get It,25,180386,0.506,0.5760000000000001,0.513,8.120000000000001e-05,2,0.153,-8.541,0,0.0286,129.453,4,0.972
Riki Chi,25,255142,0.565,0.825,0.252,0.00853,7,0.0563,-19.311,1,0.105,111.84700000000001,4,0.895
